food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium
Mixed,13.84,72.05,56.91,5.52,81.47,Animal Feed,4.51,1.99,51.39,57.25,0.7,0.35,1.2
Grains,38.55,25.34,75.49,17.61,96.19,Compost,14.83,1.95,57.88,55.36,1.1,0.26,0.47
Grains,46.63,21.39,81.98,23.78,97.41,Compost,18.17,1.99,58.2,50.82,1.01,0.26,0.42
Grains,33.39,25.45,42.62,0.12,97.42,Animal Feed,13.01,1.7,42.5,50.9,0.99,0.34,0.41
Vegetables,43.53,80.72,49.16,11.27,94.21,Biogas,16.4,7.03,37.88,36.44,1.68,0.32,1.18
Mixed,28.63,77.54,23.92,16.13,92.36,Biogas,10.58,4.44,7.79,-3.55,1.32,0.37,0.78
Vegetables,36.42,93.42,88.85,8.1,97.09,Animal Feed,14.14,6.8,80.75,90.42,1.33,0.62,0.86
Vegetables,7.41,82.37,62.82,6.07,97.32,Animal Feed,2.88,1.22,56.75,63.25,1.38,0.7,1.36
Vegetables,17.88,90.2,21.98,3.51,97.75,Animal Feed,6.99,3.23,18.47,19.36,1.77,0.45,1.49
Vegetables,21.96,78.49,35.2,3.13,96.96,Animal Feed,8.52,3.45,32.08,35.99,1.35,0.38,1.58
Meat,39.94,56.19,37.42,23.32,86.37,Compost,13.8,4.49,14.1,-1.74,2.84,0.71,0.51
Vegetables,40.51,86.85,53.12,20.82,92.2,Biogas,14.94,7.04,32.3,22.11,1.97,0.55,1.12
Grains,4.43,28.5,39.86,29.53,98.47,Compost,1.75,0.25,10.33,-11.23,0.97,0.38,0.46
Vegetables,37.22,80.52,43.03,1.15,98.81,Animal Feed,14.71,5.99,41.88,49.34,1.6,0.67,1.31
Grains,10.54,21.05,48.58,1.04,96.92,Animal Feed,4.09,0.44,47.54,56.22,1.02,0.34,0.4
Grains,16.96,25.56,3.48,6.39,97.35,Animal Feed,6.6,0.87,-2.91,-8.61,1.04,0.31,0.42
Grains,3.26,12.04,48.24,18.77,96.46,Compost,1.26,0.08,29.46,20.34,0.9,0.29,0.4
Grains,4.31,22.22,16.15,11.78,98.03,Compost,1.69,0.19,4.36,-4.19,1.19,0.3,0.43
Vegetables,41.14,83.46,40.76,15.98,99.71,Biogas,16.41,6.87,24.78,16.95,1.29,0.52,1.03
Vegetables,3.36,87.69,91.45,25.67,99.66,Biogas,1.34,0.59,65.78,58.4,1.1,0.54,1.17
Grains,34.17,24.01,0.32,21.3,98.21,Compost,13.42,1.64,-20.98,-42.22,1.06,0.32,0.36
Grains,13.73,26.08,27.61,7.56,97.03,Animal Feed,5.33,0.72,20.05,18.01,0.95,0.3,0.34
Vegetables,23.56,83.06,3.77,18.41,95.71,Biogas,9.02,3.91,-14.65,-32.31,1.43,0.61,1.18
Fruits,3.01,62.33,31.58,22.94,90.6,Biogas,1.09,0.38,8.64,-7.99,1.02,0.32,0.87
Meat,17.92,62.22,25.11,8.76,91.65,Biogas,6.57,2.23,16.35,12.61,3.71,1.24,0.35
Vegetables,46.87,90.84,61.23,25.21,95.65,Biogas,17.93,8.51,36.02,23.06,1.37,0.51,0.93
Vegetables,30.75,84.11,76.73,3.32,92.07,Animal Feed,11.32,5.17,73.41,85.44,1.73,0.58,1.6
Grains,49.9,23.79,51.24,23.71,98.42,Compost,19.64,2.37,27.53,14.06,0.94,0.29,0.37
Mixed,18.58,40.92,18.35,9.18,91.1,Animal Feed,6.77,1.52,9.17,3.66,0.93,0.32,1.11
Grains,25.21,24.87,73.69,7.99,96.09,Animal Feed,9.69,1.25,65.7,72.45,0.98,0.31,0.45
Mixed,35.6,49.8,91.59,21.35,93.06,Compost,13.25,3.55,70.24,67.2,0.68,0.51,0.96
Vegetables,39.74,87.4,41.54,23.42,95.74,Biogas,15.22,6.95,18.11,2.99,1.63,0.48,1.66
Vegetables,40.72,72.7,53.14,4.03,97.09,Animal Feed,15.81,5.92,49.11,55.71,1.55,0.69,1.16
Grains,48.26,25.1,80.6,5.73,96.5,Animal Feed,18.63,2.42,74.87,85.26,1.13,0.22,0.36
Grains,35.43,28.64,77.93,27.63,95.31,Compost,13.51,2.03,50.3,38.26,0.98,0.38,0.33
Vegetables,31.76,70.17,60.84,6.2,97.87,Animal Feed,12.43,4.46,54.64,60.61,1.59,0.44,1.3
Vegetables,6.27,70.13,79.36,2.09,92.39,Animal Feed,2.32,0.88,77.26,91.04,1.15,0.68,1.23
Vegetables,38.74,82.02,88.81,21.49,91.82,Biogas,14.23,6.36,67.32,63.6,1.2,0.43,1.25
Vegetables,14.72,81.88,80.63,16.27,93.55,Biogas,5.51,2.41,64.36,64.21,1.48,0.57,1.5
Grains,48.17,11.84,36.08,21.1,95.52,Compost,18.41,1.14,14.98,1.09,0.94,0.18,0.46
Grains,30.99,17.4,30.05,13.29,95.41,Compost,11.83,1.08,16.76,9.48,0.99,0.31,0.4
Meat,16.14,58.11,75.92,8.85,89.1,Compost,5.75,1.88,67.07,73.4,2.47,0.98,0.42
Vegetables,48.17,93.01,21.74,3.64,91.06,Animal Feed,17.54,8.96,18.1,18.81,1.44,0.55,1.64
Grains,41.28,23.77,61.41,22.09,95.9,Compost,15.83,1.96,39.32,29.51,1.04,0.21,0.37
Vegetables,13.06,76.47,72.43,11.14,99.4,Biogas,5.19,2.0,61.29,64.63,1.54,0.58,0.71
Vegetables,33.06,86.68,17.88,15.64,92.61,Biogas,12.25,5.73,2.24,-9.83,1.52,0.48,1.27
Grains,12.27,25.03,80.42,12.4,99.34,Compost,4.88,0.61,68.02,71.71,1.02,0.27,0.44
Vegetables,9.23,92.72,1.76,29.85,94.27,Biogas,3.48,1.71,-28.09,-57.6,1.49,0.5,1.12
Vegetables,23.62,91.96,62.97,3.29,98.19,Animal Feed,9.28,4.34,59.68,68.98,1.55,0.73,1.08
Vegetables,15.75,79.45,17.35,23.65,92.74,Biogas,5.84,2.5,-6.3,-26.48,1.35,0.37,1.15
Fruits,13.16,45.55,70.05,6.92,93.0,Animal Feed,4.9,1.2,63.13,70.22,0.49,0.45,1.11
Grains,16.75,14.45,3.8,6.52,96.18,Animal Feed,6.44,0.48,-2.71,-8.47,1.11,0.34,0.37
Vegetables,20.84,71.9,56.3,3.03,97.25,Animal Feed,8.11,3.0,53.27,61.51,1.53,0.41,1.46
Grains,43.02,23.21,17.28,16.51,95.52,Compost,16.44,2.0,0.77,-12.29,1.05,0.34,0.49
Grains,46.46,11.34,38.29,3.94,96.87,Animal Feed,18.0,1.05,34.34,38.05,0.95,0.28,0.41
Vegetables,25.65,77.98,27.47,11.36,92.12,Biogas,9.45,4.0,16.11,10.25,1.81,0.42,1.19
Fruits,46.56,50.93,89.9,14.04,91.34,Compost,17.01,4.74,75.86,79.81,0.89,0.49,0.89
Mixed,48.57,62.79,3.54,25.58,89.76,Biogas,17.44,6.1,-22.04,-46.91,0.86,0.55,0.84
Mixed,2.29,75.52,55.13,14.86,86.94,Biogas,0.79,0.35,40.28,36.45,1.83,0.4,1.33
Fruits,34.49,58.57,3.98,25.88,92.39,Compost,12.75,4.04,-21.9,-46.99,1.49,0.37,0.83
Meat,40.94,64.93,52.7,22.21,85.52,Biogas,14.0,5.32,30.5,18.83,3.04,0.53,0.6
Grains,15.34,21.99,12.59,28.92,95.42,Compost,5.85,0.67,-16.33,-42.74,1.07,0.33,0.45
Mixed,30.36,42.64,19.0,14.45,88.18,Compost,10.71,2.59,4.54,-6.11,1.24,0.45,0.57
Vegetables,9.91,76.2,6.61,9.36,90.29,Animal Feed,3.58,1.51,-2.75,-10.79,1.3,0.61,1.4
Grains,46.0,18.03,92.33,14.92,97.52,Compost,17.95,1.66,77.42,80.97,1.13,0.34,0.43
Vegetables,38.46,73.14,98.16,5.35,94.18,Animal Feed,14.49,5.63,92.81,107.09,1.79,0.6,1.04
Vegetables,33.54,92.75,4.27,20.44,95.59,Biogas,12.82,6.22,-16.16,-35.75,1.62,0.59,1.67
Vegetables,46.85,74.67,14.72,24.63,93.02,Biogas,17.43,7.0,-9.91,-31.59,0.81,0.57,0.87
Grains,29.07,20.93,27.39,16.61,97.88,Compost,11.38,1.22,10.78,-0.35,0.91,0.35,0.47
Vegetables,29.85,80.8,99.66,13.89,90.39,Biogas,10.79,4.82,85.77,91.82,1.32,0.59,1.16
Vegetables,4.74,72.05,11.13,13.14,90.56,Biogas,1.72,0.68,-2.02,-12.93,1.58,0.41,0.97
Vegetables,32.18,74.9,36.81,27.73,99.14,Biogas,12.76,4.82,9.08,-11.28,1.97,0.53,1.21
Fruits,32.24,74.55,1.05,9.33,91.6,Animal Feed,11.81,4.81,-8.28,-17.39,1.04,0.45,0.61
Grains,17.33,23.88,25.36,22.62,97.61,Compost,6.76,0.83,2.74,-14.81,0.99,0.32,0.44
Vegetables,7.31,70.09,69.18,3.22,97.44,Animal Feed,2.85,1.02,65.96,76.57,1.6,0.28,1.19
Vegetables,20.8,83.01,65.52,21.77,98.24,Biogas,8.17,3.45,43.75,35.08,1.67,0.52,1.29
Mixed,23.93,56.62,39.65,29.58,95.34,Compost,9.13,2.71,10.07,-11.58,0.79,0.24,0.73
Vegetables,35.69,76.26,68.03,12.64,93.03,Biogas,13.28,5.44,55.39,56.36,1.59,0.35,1.35
Vegetables,2.11,83.32,88.21,5.91,98.39,Animal Feed,0.83,0.35,82.3,94.03,1.31,0.37,1.6
Vegetables,28.7,77.29,55.01,29.52,99.98,Biogas,11.48,4.44,25.48,6.96,1.37,0.49,1.23
Grains,33.66,14.27,58.74,13.28,95.53,Compost,12.86,0.96,45.45,43.92,0.87,0.35,0.41
Grains,23.97,12.84,42.8,18.67,98.71,Compost,9.46,0.62,24.12,14.01,0.76,0.34,0.32
Vegetables,37.7,83.03,19.55,22.1,98.62,Biogas,14.87,6.26,-2.55,-20.74,1.57,0.5,1.44
Grains,30.14,12.15,67.8,18.83,98.16,Compost,11.83,0.73,48.97,43.7,0.85,0.24,0.4
Vegetables,37.65,78.08,35.63,21.95,97.99,Biogas,14.76,5.88,13.68,-1.14,1.57,0.34,1.39
Grains,33.75,13.17,64.89,8.23,98.93,Animal Feed,13.36,0.89,56.66,61.41,1.1,0.22,0.38
Fruits,33.4,79.16,33.92,13.45,87.12,Biogas,11.64,5.29,20.47,13.81,0.98,0.41,0.71
Grains,35.33,10.55,71.04,23.3,98.85,Compost,13.97,0.75,47.74,38.64,1.29,0.28,0.37
Vegetables,34.86,76.45,47.72,6.87,98.32,Animal Feed,13.71,5.33,40.84,43.51,1.16,0.63,1.31
Grains,19.69,16.65,86.91,2.47,96.06,Donation,7.57,0.66,84.43,99.34,0.97,0.31,0.41
Mixed,3.08,48.19,90.03,3.36,90.52,Animal Feed,1.12,0.3,86.67,101.32,1.19,0.41,1.09
Mixed,18.23,78.77,16.16,19.46,92.03,Biogas,6.71,2.87,-3.3,-19.52,1.29,0.48,0.9
Vegetables,43.6,71.65,93.57,1.36,99.87,Donation,17.42,6.25,92.2,109.56,1.63,0.38,1.13
Grains,38.74,16.34,41.08,8.91,97.64,Animal Feed,15.13,1.27,32.17,31.48,1.02,0.3,0.27
Grains,44.28,13.22,67.38,9.43,96.08,Animal Feed,17.02,1.17,57.94,61.98,1.03,0.28,0.41
Vegetables,20.87,78.74,71.32,17.52,98.41,Biogas,8.22,3.29,53.8,50.54,1.51,0.57,1.06
Vegetables,10.72,75.05,76.3,14.32,91.71,Biogas,3.93,1.61,61.98,62.91,1.53,0.56,1.24
Grains,19.94,22.02,2.22,8.22,96.8,Animal Feed,7.72,0.88,-6.0,-13.78,1.05,0.23,0.39
Grains,18.36,10.48,56.67,4.52,96.12,Animal Feed,7.06,0.38,52.15,58.96,1.0,0.24,0.44
Mixed,48.54,69.52,11.54,6.24,92.73,Animal Feed,18.01,6.75,5.29,1.36,1.35,0.39,0.5
Grains,13.01,23.08,62.26,16.7,96.91,Compost,5.04,0.6,45.56,41.32,0.96,0.31,0.45
Fruits,4.11,43.03,23.44,27.36,92.63,Compost,1.52,0.35,-3.92,-26.59,1.09,0.55,0.54
Vegetables,32.76,89.68,69.6,7.82,90.22,Animal Feed,11.82,5.87,61.78,67.87,1.32,0.49,1.16
Vegetables,15.12,72.25,66.11,17.97,92.19,Biogas,5.58,2.18,48.14,43.39,1.34,0.46,1.0
Fruits,5.31,49.66,10.77,25.69,95.57,Compost,2.03,0.53,-14.91,-38.45,1.46,0.35,0.9
Vegetables,43.68,94.03,7.04,21.38,92.21,Biogas,16.11,8.22,-14.34,-34.31,1.45,0.62,1.11
Vegetables,46.42,80.44,32.11,25.69,90.82,Biogas,16.86,7.47,6.42,-12.85,1.77,0.55,1.12
Vegetables,23.94,91.96,84.21,15.71,90.48,Biogas,8.67,4.4,68.5,69.64,1.61,0.47,1.52
Fruits,32.3,70.85,37.65,19.81,82.75,Compost,10.69,4.58,17.83,5.55,1.41,0.45,0.49
Mixed,3.24,82.86,83.4,8.82,81.3,Animal Feed,1.05,0.54,74.58,82.44,0.81,0.12,0.89
Vegetables,31.98,88.79,96.27,7.15,99.55,Animal Feed,12.73,5.68,89.12,101.22,1.17,0.34,1.18
Meat,39.46,60.76,42.8,14.39,91.9,Biogas,14.51,4.8,28.4,22.57,2.34,1.06,0.52
Grains,10.1,28.04,88.37,20.4,99.01,Compost,4.0,0.57,67.98,65.25,1.0,0.31,0.45
Grains,46.66,18.79,27.36,22.22,97.5,Compost,18.2,1.75,5.14,-11.61,0.93,0.27,0.39
Vegetables,36.32,74.9,11.18,28.84,92.3,Biogas,13.41,5.44,-17.66,-44.27,1.31,0.45,1.44
Vegetables,8.36,78.96,15.72,17.45,90.96,Biogas,3.04,1.32,-1.73,-16.03,1.54,0.48,1.17
Vegetables,21.94,84.76,13.27,13.01,99.57,Biogas,8.74,3.72,0.26,-10.09,1.7,0.61,1.05
Vegetables,25.13,80.43,79.21,1.14,99.8,Animal Feed,10.03,4.04,78.07,92.77,1.53,0.58,1.24
Grains,3.09,14.88,32.73,15.99,95.46,Compost,1.18,0.09,16.75,7.31,0.87,0.38,0.41
Vegetables,21.03,83.88,18.46,25.85,95.14,Biogas,8.0,3.53,-7.38,-29.54,1.77,0.46,1.66
Vegetables,24.62,78.8,75.27,3.09,98.92,Animal Feed,9.74,3.88,72.18,84.15,1.51,0.48,1.25
Vegetables,41.99,73.28,7.73,0.75,91.55,Animal Feed,15.38,6.15,6.99,7.79,1.74,0.54,1.17
Vegetables,47.19,72.38,3.27,17.89,95.98,Biogas,18.12,6.83,-14.62,-31.86,1.48,0.52,1.34
Mixed,16.81,54.11,40.08,21.68,84.48,Compost,5.68,1.82,18.4,4.74,0.72,0.4,0.97
Vegetables,37.73,85.07,49.41,14.58,96.3,Biogas,14.53,6.42,34.84,30.14,1.77,0.52,1.08
Vegetables,1.37,80.57,49.78,17.77,94.01,Biogas,0.52,0.22,32.01,24.19,1.88,0.37,0.99
Grains,44.2,25.38,36.11,28.74,95.26,Compost,16.84,2.24,7.37,-14.15,0.91,0.2,0.48
Grains,36.25,29.34,14.05,17.86,95.76,Compost,13.89,2.13,-3.81,-18.86,0.99,0.28,0.45
Vegetables,19.54,78.63,33.99,4.41,96.14,Animal Feed,7.51,3.07,29.58,31.97,1.66,0.66,1.46
Fruits,3.59,72.28,2.18,24.33,82.52,Compost,1.19,0.52,-22.15,-46.05,1.62,0.52,0.71
Grains,42.51,25.52,51.81,17.56,97.49,Compost,16.58,2.17,34.25,27.05,1.13,0.35,0.46
Meat,29.01,61.25,97.26,1.2,91.62,Donation,10.63,3.55,96.06,114.32,2.9,0.8,0.53
Meat,16.4,50.58,34.05,23.65,93.26,Compost,6.12,1.66,10.4,-6.45,3.44,0.91,0.45
Grains,13.98,13.37,60.82,17.25,95.55,Compost,5.34,0.37,43.57,38.49,0.99,0.36,0.44
Meat,35.25,52.18,32.85,25.51,87.86,Compost,12.39,3.68,7.34,-11.6,2.13,1.04,0.59
Vegetables,21.05,76.91,71.94,18.85,98.71,Biogas,8.31,3.24,53.09,48.63,1.44,0.67,1.32
Grains,14.4,11.21,23.46,13.64,99.0,Compost,5.7,0.32,9.82,0.88,1.03,0.29,0.35
Vegetables,41.65,94.45,25.68,26.94,99.42,Biogas,16.56,7.87,-1.25,-23.06,1.54,0.51,1.31
Vegetables,30.91,89.99,76.71,5.63,95.95,Animal Feed,11.87,5.56,71.07,80.78,1.01,0.52,1.06
Meat,44.05,74.66,93.81,27.29,89.1,Biogas,15.7,6.58,66.52,58.0,2.97,0.92,0.58
Grains,34.44,10.05,46.79,3.13,96.82,Animal Feed,13.34,0.69,43.66,49.9,1.03,0.31,0.43
Vegetables,28.19,92.44,17.84,14.78,90.96,Biogas,10.26,5.21,3.07,-8.14,1.59,0.4,1.03
Grains,45.31,20.6,64.87,6.49,98.46,Animal Feed,17.85,1.87,58.38,64.87,0.95,0.33,0.36
Grains,11.36,21.87,22.48,11.45,98.34,Compost,4.47,0.5,11.03,4.08,1.06,0.31,0.38
Fruits,26.08,69.2,30.12,27.97,86.53,Biogas,9.03,3.61,2.16,-19.79,1.17,0.52,0.88
Vegetables,46.05,70.71,28.93,1.62,95.43,Animal Feed,17.58,6.51,27.31,31.48,1.51,0.51,1.58
Vegetables,9.64,93.09,21.18,5.99,98.52,Animal Feed,3.8,1.79,15.19,13.44,1.61,0.59,1.1
Meat,17.02,51.62,64.86,21.04,92.2,Compost,6.28,1.76,43.82,35.76,3.01,1.04,0.43
Fruits,45.53,78.76,66.66,6.54,91.67,Animal Feed,16.7,7.17,60.12,66.91,0.78,0.59,0.69
Grains,11.2,27.98,76.37,5.39,96.62,Animal Feed,4.33,0.63,70.99,80.88,0.95,0.36,0.36
Grains,6.57,20.56,65.01,1.78,99.1,Animal Feed,2.6,0.27,63.23,74.46,1.07,0.36,0.4
Vegetables,28.27,74.32,37.48,7.41,96.82,Animal Feed,10.95,4.2,30.07,30.16,1.26,0.55,1.47
Meat,4.47,70.82,62.32,25.72,94.43,Biogas,1.69,0.63,36.6,23.34,3.11,0.99,0.55
Vegetables,2.36,79.61,5.45,16.83,98.84,Biogas,0.93,0.38,-11.38,-27.11,2.16,0.56,1.34
Grains,32.44,24.57,51.82,23.41,97.6,Compost,12.66,1.59,28.41,15.36,1.18,0.3,0.45
Fruits,32.77,45.69,25.91,17.34,85.98,Compost,11.27,2.99,8.57,-3.59,1.6,0.43,0.7
Meat,43.46,74.19,24.05,1.91,93.92,Biogas,16.33,6.45,22.14,25.03,3.05,1.33,0.48
Vegetables,12.82,70.94,44.2,17.94,98.5,Biogas,5.05,1.82,26.26,17.16,1.78,0.5,1.23
Fruits,44.98,83.04,95.86,14.33,93.15,Biogas,16.76,7.47,81.54,86.38,1.28,0.45,0.81
Grains,40.65,18.66,11.64,3.1,99.15,Animal Feed,16.12,1.52,8.54,7.78,1.0,0.25,0.5
Mixed,15.88,54.71,40.15,22.82,93.98,Compost,5.97,1.74,17.33,2.54,1.14,0.52,0.74
Grains,46.86,16.55,25.99,16.06,96.81,Compost,18.15,1.55,9.93,-0.93,0.93,0.35,0.3
Mixed,11.52,50.91,38.48,25.31,84.38,Compost,3.89,1.17,13.16,-4.46,1.3,0.41,1.09
Vegetables,20.22,71.84,18.99,5.27,91.19,Animal Feed,7.37,2.91,13.72,12.25,1.42,0.41,1.19
Vegetables,9.14,74.88,81.93,20.03,99.84,Biogas,3.65,1.37,61.9,58.26,1.5,0.64,1.3
Meat,31.98,66.23,41.17,13.28,94.28,Biogas,12.06,4.24,27.89,22.84,2.7,0.84,0.59
Grains,31.01,25.32,55.4,16.4,96.76,Compost,12.0,1.57,39.01,33.69,0.99,0.24,0.43
Fruits,44.9,61.92,37.12,27.81,80.44,Compost,14.45,5.56,9.31,-11.07,1.08,0.4,1.06
Grains,32.68,17.49,53.01,12.49,95.19,Compost,12.44,1.14,40.52,38.64,0.86,0.34,0.45
Grains,37.59,24.26,61.26,2.09,98.29,Animal Feed,14.78,1.82,59.17,69.33,1.02,0.34,0.4
Grains,32.9,24.09,30.37,5.52,99.47,Animal Feed,13.09,1.59,24.85,25.4,0.99,0.37,0.48
Vegetables,9.7,90.16,2.41,11.23,91.48,Biogas,3.55,1.75,-8.82,-19.57,1.33,0.43,1.04
Vegetables,20.49,88.85,51.88,16.98,90.12,Biogas,7.39,3.64,34.9,28.3,1.6,0.66,1.14
Grains,32.79,11.22,66.43,26.28,98.08,Compost,12.86,0.74,40.15,27.16,0.9,0.36,0.41
Fruits,17.93,71.74,27.41,1.5,80.91,Animal Feed,5.8,2.57,25.91,29.89,1.38,0.47,0.79
Grains,18.4,17.59,95.71,21.22,97.91,Compost,7.21,0.65,74.5,72.42,0.9,0.4,0.41
Vegetables,18.64,92.08,86.18,1.06,94.24,Donation,7.03,3.43,85.12,101.29,1.5,0.5,1.32
Grains,35.31,27.27,45.1,26.12,98.05,Compost,13.85,1.93,18.98,1.87,0.91,0.31,0.49
Grains,29.59,14.22,27.99,1.33,97.56,Animal Feed,11.55,0.84,26.66,30.94,0.97,0.26,0.36
Vegetables,21.79,73.28,51.24,17.88,91.33,Biogas,7.96,3.19,33.36,25.73,1.49,0.55,0.89
Grains,20.3,24.01,49.11,17.64,99.75,Compost,8.1,0.97,31.47,23.65,0.94,0.27,0.51
Meat,36.74,51.11,50.23,29.35,92.36,Compost,13.58,3.76,20.88,1.58,3.53,0.87,0.69
Mixed,14.78,57.36,77.48,25.41,87.76,Compost,5.19,1.7,52.08,42.17,1.18,0.38,0.62
Fruits,1.71,75.5,99.05,18.5,89.05,Biogas,0.61,0.26,80.55,81.85,1.2,0.25,0.76
Grains,15.45,10.22,53.77,25.31,98.05,Compost,6.06,0.32,28.46,13.91,1.12,0.33,0.53
Vegetables,27.96,87.0,12.44,16.1,92.1,Biogas,10.3,4.87,-3.65,-17.26,1.53,0.53,1.21
Vegetables,22.53,93.19,93.43,11.05,97.94,Biogas,8.83,4.2,82.38,90.02,1.5,0.44,1.44
Vegetables,32.25,79.07,6.39,0.9,91.54,Animal Feed,11.81,5.1,5.49,5.87,1.54,0.56,1.22
Mixed,2.9,67.68,3.72,21.93,85.36,Biogas,0.99,0.39,-18.2,-39.38,1.39,0.29,1.0
Vegetables,27.99,89.35,70.35,25.98,97.03,Biogas,10.86,5.0,44.37,32.47,1.75,0.42,1.24
Fruits,18.23,84.63,24.43,6.74,80.51,Animal Feed,5.87,3.09,17.69,15.83,1.41,0.5,0.77
Grains,35.57,10.15,32.36,21.4,97.25,Compost,13.84,0.72,10.96,-3.96,0.82,0.3,0.34
Fruits,29.88,43.37,49.37,29.74,92.22,Compost,11.02,2.59,19.63,-0.24,1.25,0.4,0.99
Grains,40.5,22.93,2.25,26.53,96.1,Compost,15.57,1.86,-24.29,-50.37,1.09,0.24,0.29
Fruits,23.59,71.53,65.66,14.09,83.2,Compost,7.85,3.37,51.57,50.61,0.89,0.11,0.84
Grains,15.49,10.97,25.55,2.64,99.59,Animal Feed,6.17,0.34,22.91,25.38,0.81,0.27,0.31
Vegetables,24.83,91.15,27.68,20.05,91.01,Biogas,9.04,4.53,7.63,-6.88,1.96,0.61,1.33
Grains,35.68,27.82,88.32,15.96,96.99,Compost,13.84,1.99,72.36,74.06,1.03,0.22,0.39
Grains,14.02,15.01,75.1,26.31,96.18,Compost,5.39,0.42,48.79,37.5,0.95,0.26,0.4
Mixed,31.81,62.81,63.88,3.47,91.17,Animal Feed,11.6,4.0,60.42,69.73,1.51,0.5,1.16
Fruits,31.51,72.75,67.9,28.57,86.17,Biogas,10.86,4.59,39.34,24.35,1.37,0.4,0.97
Mixed,32.6,47.46,2.78,27.37,97.11,Compost,12.66,3.09,-24.59,-51.41,1.79,0.2,0.91
Fruits,43.0,56.99,52.14,2.42,88.83,Animal Feed,15.28,4.9,49.72,57.73,1.21,0.46,0.78
Vegetables,23.64,93.84,92.12,13.36,95.69,Biogas,9.05,4.44,78.76,83.82,1.39,0.53,1.22
Grains,24.07,12.85,64.93,7.31,96.36,Animal Feed,9.28,0.62,57.62,63.3,1.1,0.29,0.36
Grains,23.49,20.67,14.8,27.02,95.92,Compost,9.01,0.97,-12.22,-36.28,0.78,0.33,0.43
Mixed,33.37,53.64,28.72,5.05,91.27,Animal Feed,12.18,3.58,23.67,24.36,0.71,0.24,1.1
Vegetables,33.0,92.15,66.41,19.16,93.85,Biogas,12.39,6.08,47.26,41.39,1.22,0.45,0.97
Mixed,35.29,47.42,7.71,1.42,93.53,Animal Feed,13.2,3.35,6.29,6.41,0.97,0.42,0.54
Grains,6.14,16.13,20.49,24.15,96.69,Compost,2.38,0.2,-3.66,-23.71,0.93,0.36,0.48
Fruits,49.45,59.98,3.98,10.05,86.67,Compost,17.14,5.93,-6.07,-15.33,1.19,0.37,0.83
Meat,6.71,65.89,21.97,4.94,87.7,Biogas,2.35,0.88,17.03,16.49,2.71,1.41,0.47
Grains,47.78,23.16,23.81,27.83,99.18,Compost,18.95,2.21,-4.03,-27.1,0.95,0.3,0.42
Grains,47.99,23.02,82.34,23.16,98.88,Compost,18.98,2.21,59.18,52.49,1.03,0.32,0.34
Vegetables,25.42,85.87,88.32,9.94,90.28,Animal Feed,9.18,4.37,78.38,86.1,2.01,0.42,1.03
Grains,41.75,15.19,78.71,25.13,95.62,Compost,15.97,1.27,53.59,44.2,1.01,0.31,0.42
Vegetables,22.98,87.34,0.54,23.01,93.91,Biogas,8.63,4.01,-22.47,-45.37,1.41,0.33,1.46
Grains,16.37,24.27,31.15,2.34,97.28,Animal Feed,6.37,0.79,28.81,32.7,1.0,0.29,0.35
Fruits,16.21,50.37,10.36,28.89,93.15,Compost,6.04,1.63,-18.52,-45.34,1.36,0.34,0.65
Vegetables,49.79,74.4,26.07,19.04,90.21,Biogas,17.96,7.41,7.03,-6.8,1.54,0.59,1.24
Grains,4.93,28.21,86.62,11.5,97.3,Compost,1.92,0.28,75.13,80.96,0.78,0.27,0.35
Grains,47.44,23.03,12.95,8.57,98.38,Animal Feed,18.67,2.19,4.38,-1.59,1.08,0.24,0.44
Vegetables,19.66,73.71,10.33,10.25,98.45,Biogas,7.74,2.9,0.08,-8.1,1.46,0.52,1.31
Mixed,7.68,65.04,10.47,15.69,86.35,Biogas,2.65,1.0,-5.23,-18.83,1.22,0.38,1.03
Vegetables,27.3,91.34,52.89,2.92,99.73,Animal Feed,10.89,4.99,49.97,57.63,1.24,0.58,1.35
Grains,8.24,14.91,27.18,29.12,98.54,Compost,3.25,0.25,-1.95,-25.63,0.87,0.35,0.5
Vegetables,44.48,93.2,91.95,22.28,97.2,Biogas,17.29,8.29,69.68,65.79,1.6,0.48,1.47
Vegetables,2.71,83.52,61.38,20.03,98.41,Biogas,1.07,0.45,41.36,33.61,1.53,0.52,1.13
Vegetables,34.94,84.77,16.69,26.23,95.67,Biogas,13.37,5.92,-9.55,-32.44,1.22,0.6,1.53
Vegetables,37.48,74.41,11.1,25.82,96.61,Biogas,14.48,5.58,-14.71,-38.31,1.38,0.53,1.24
Grains,14.63,26.5,86.13,6.8,98.69,Animal Feed,5.77,0.78,79.32,89.75,1.05,0.34,0.41
Fruits,19.33,59.43,11.66,26.63,97.5,Compost,7.54,2.3,-14.97,-39.27,0.97,0.51,0.91
Fruits,39.11,65.16,2.01,29.45,83.98,Compost,13.14,5.1,-27.44,-56.49,1.83,0.37,0.97
Fruits,31.51,40.56,55.57,19.69,84.1,Compost,10.6,2.56,35.88,27.31,1.84,0.32,0.99
Fruits,36.27,82.97,32.43,3.99,95.74,Animal Feed,13.89,6.02,28.44,30.93,1.41,0.49,1.09
Vegetables,43.46,80.81,21.28,25.59,95.6,Biogas,16.62,7.02,-4.31,-25.65,1.48,0.51,1.16
