food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium,food_category_encoded
Grains,1.0714103085195623,-1.6323088776109844,-1.6357142511196736,-1.6363478665084095,0.6717103441470139,Animal Feed,15.72,1.09,2.36,2.13,1.02,0.38,0.34,1
Mixed,1.5537554380871936,-0.3172284705983381,1.033678657063409,0.8452330937148035,-2.533179540025353,Compost,15.63,4.68,57.26,50.72,1.51,0.28,0.65,3
Vegetables,0.6972745701892445,0.9041520016756751,1.5277134705501751,0.6683874352814974,-0.6115754393493922,Biogas,12.85,5.84,72.96,70.79,1.43,0.52,1.14,4
Grains,1.1301121351384968,-1.600224853264682,1.0239096070792073,0.48465168625988037,1.2368880208164144,Compost,16.46,1.18,60.12,56.67,0.97,0.33,0.49,1
Fruits,1.1541586665245667,-0.33946853292929774,1.1833544586070692,-1.7052487723915157,-2.1652599544288025,Donation,14.04,4.07,83.77,100.31,1.15,0.39,1.01,0
Vegetables,-1.2123029222339288,1.2249922451386994,-1.2285542035638433,0.2423501672376232,0.13534564707252314,Biogas,3.09,1.5,-2.32,-16.57,1.35,0.52,1.2,4
Vegetables,-0.3749178292602111,1.2417634396833572,1.6383130721570283,1.5939562709778923,0.3990952295182431,Biogas,7.67,3.69,68.07,58.48,1.65,0.61,1.49,4
Meat,-0.030486629700920472,-0.15061029870901751,-1.2955419748840828,-0.9622673372853524,-1.914808670257657,Compost,8.5,2.69,6.24,2.1,3.07,0.86,0.38,2
Vegetables,0.09540403461438508,0.5450296837085397,1.3434970994195168,0.31814116370904016,0.742634601611411,Biogas,10.39,3.9,70.74,70.58,1.75,0.38,1.17,4
Vegetables,1.5396104196247995,1.1473343225732175,-0.748126281126501,0.27565227174779117,0.7271199202910729,Biogas,18.34,8.45,11.16,-0.62,1.43,0.53,1.28,4
Fruits,-1.0927775162267004,-0.39634475790683366,0.4391621865962843,-0.7842733304206612,-2.486635496064345,Animal Feed,3.27,0.93,54.41,58.67,1.31,0.44,0.89,0
Vegetables,-0.8508977005197651,1.0959269653819825,-0.09883335181938865,1.5124235323495496,-0.1971118097918304,Biogas,4.95,2.34,18.99,0.16,1.34,0.52,1.27,4
Vegetables,0.6187697177229585,0.7080019437403259,-0.5007599797408253,0.881980243519127,-0.20597734197487808,Biogas,12.69,5.29,12.96,-2.69,1.58,0.55,1.11,4
Vegetables,0.6095754557224023,1.240669666126097,-0.19652385166140462,-1.034613288462614,-0.5074054361985585,Animal Feed,12.46,6.26,38.36,41.15,1.45,0.61,1.33,4
Mixed,-1.650091243645019,0.24679409376222872,0.6230296630846497,-1.6707983194499625,-1.6333280234458387,Animal Feed,0.69,0.26,67.4,80.42,1.81,0.18,0.51,3
Vegetables,-0.06089841939506728,0.9238399257063604,-0.53006712969343,0.5087670033189676,-0.2946326638053736,Biogas,9.07,4.08,15.37,2.8,1.53,0.59,1.77,4
Mixed,-0.01846336400788556,0.6256043357600495,-0.934087125468624,-0.46732916335837194,-2.132014208742369,Compost,8.46,3.78,12.28,5.9,1.41,0.52,0.96,3
Vegetables,0.7969969503491211,1.1991062709502052,-1.4846428710068418,-0.7234108635572505,-0.00428648481050433,Animal Feed,13.76,6.66,-1.26,-8.56,1.56,0.64,0.95,4
Vegetables,0.07772276153639274,0.8640469712427968,0.5030099061358875,0.41689912880815916,-0.4409139448256884,Biogas,9.73,4.33,45.79,39.95,1.66,0.51,1.33,4
Meat,-0.7914886229777108,0.24351277309044767,-0.7275414972312191,-0.7716414976754249,-0.8620267235205376,Biogas,5.1,1.83,20.86,18.32,3.1,0.84,0.49,2
Meat,1.4710070800821893,-0.08899438831668653,-0.7174235526047247,-0.989827699638595,-1.8461007958390234,Compost,15.82,5.14,23.04,22.45,3.27,1.1,0.48,2
Mixed,-0.46190969280393346,0.585134714141418,-1.3722987961885236,-0.3685711982592529,0.09101798615727538,Biogas,7.1,2.79,-1.13,-10.88,1.13,0.56,0.61,3
Mixed,-1.135212571613882,-0.031024389781890233,-1.6918862885288326,0.18952613939390825,0.03339202696745612,Compost,3.49,1.06,-15.15,-31.6,1.55,0.55,0.88,3
Vegetables,-1.5432963542539453,0.8104520669370416,1.240573179943107,-1.31710700258335,0.5232126800809356,Donation,1.35,0.56,82.03,95.51,1.56,0.52,1.34,4
Vegetables,1.6428690544002749,1.2388467101973297,0.8184106627686811,-0.915185051598563,-0.38328798563586913,Animal Feed,17.93,8.95,66.42,73.98,1.2,0.63,1.43,4
Vegetables,-0.7151055232807839,1.141500863601162,0.017348564064151552,-0.8623610237548482,0.18188969103353442,Animal Feed,5.77,2.72,43.0,45.51,1.48,0.56,1.07,4
Vegetables,1.6492343127083522,0.870974203772112,-1.4975519727716797,-0.7750865429695803,0.6916577915588759,Animal Feed,18.91,7.99,-1.18,-8.11,1.04,0.46,1.29,4
Grains,-0.6224556523521039,-1.186413857434531,-0.7387061257845924,-0.5500102504180996,0.33038735509960954,Compost,6.31,0.85,18.6,14.06,1.04,0.32,0.46,1
Vegetables,-0.843825191288568,1.0835308650663662,0.8909807483656077,-0.7107790308120143,-0.0707779761833744,Animal Feed,5.02,2.35,66.72,72.92,1.53,0.7,1.2,4
Grains,-1.0298321840690476,-1.6589240341709852,-0.1431429713905888,-1.4560571627809478,0.6030024697283803,Animal Feed,4.16,0.27,43.57,50.34,0.88,0.37,0.37,1
Grains,-0.09343196185857325,-1.5160042893556378,-0.6654382509030805,0.014977177823372274,1.092823122841863,Compost,9.5,0.8,15.78,6.73,0.95,0.2,0.41,1
Meat,-7.484000677366448e-05,-0.23446627143230786,-0.08069083042015728,0.48465168625988037,-0.8376465100171517,Compost,9.14,2.62,28.46,18.68,2.63,1.0,0.49,2
Grains,-1.1924998963865772,-1.0781302752657604,0.21866077266716286,-0.6292462921836718,0.9243780113639227,Animal Feed,3.32,0.48,46.74,48.38,1.08,0.4,0.37,1
Fruits,-1.3806286419364158,0.8356088587540287,0.7461894718140483,-0.22502764433611475,0.23286650108606635,Biogas,2.2,0.94,58.33,59.47,0.99,0.31,0.98,0
Grains,-0.6358934198913782,-1.1481317829304203,-0.7540574900454806,0.0379441464510743,0.2483811824064045,Compost,6.21,0.87,13.05,3.3,1.09,0.33,0.34,1
Vegetables,-1.7024278119558764,0.4670071699573042,-1.3105444445026777,1.4561544592116797,0.7980441777554699,Biogas,0.48,0.18,-15.24,-40.53,1.61,0.66,1.13,4
Vegetables,-1.5737081439480922,0.4794032702729212,0.9523862054091602,1.3929952954854987,-0.6758505476764988,Biogas,1.12,0.44,50.16,38.39,1.8,0.49,1.4,4
Vegetables,-1.2497872211592722,0.5410191806652519,-0.8517479898874964,0.40656399292569323,-0.10845648796133486,Biogas,2.86,1.12,7.05,-6.47,1.33,0.19,1.03,4
Vegetables,-0.45059367803401834,0.5260709420493611,-0.926062548695887,-0.9243718390496439,0.407960761701294,Animal Feed,7.27,2.75,16.5,14.15,1.74,0.57,1.24,4
Mixed,1.019073740208705,0.619406285602241,-1.249836776743711,-0.5304883270845527,-0.2503050028901258,Biogas,14.77,5.97,3.79,-3.85,1.29,0.47,0.71,3
Vegetables,0.2220019498528102,0.852380053298687,1.009953821387491,-0.0860774841385171,0.11539819966066119,Biogas,10.76,4.64,64.69,66.14,1.07,0.64,1.36,4
Grains,0.13571733723220764,-1.714706485591261,0.14329952993189338,1.3585448425439455,0.6739267271927775,Compost,10.58,0.61,27.27,11.16,0.88,0.25,0.4,1
Vegetables,1.6853041097874566,1.3041085324471953,-0.47075504050363476,-1.4020847865058477,0.8357226895334272,Animal Feed,19.23,9.24,33.71,38.13,1.43,0.63,1.31,4
Vegetables,0.7425386292689049,0.7787326337764925,0.23191876907429343,-1.2057172047389948,-0.46307777528331384,Animal Feed,13.18,5.7,52.15,58.88,1.48,0.5,1.47,4
Vegetables,-1.283028014545898,0.8986831338893734,-1.7166578081316297,-1.4135682708196988,0.8157752421215684,Animal Feed,2.8,1.19,-1.9,-4.53,1.32,0.59,1.36,4
Grains,-1.087119508841743,-1.737311139107974,1.1083421105140925,0.38015197900383574,0.7204707711537855,Compost,3.87,0.21,63.45,61.39,0.9,0.35,0.37,1
Vegetables,-0.11960024601400174,1.0700409911934887,-1.4124216800522087,0.9405460135197671,-0.7512075712324197,Biogas,8.57,4.14,-13.68,-35.06,1.7,0.45,1.54,4
Vegetables,1.2659043123774782,0.5271647156066215,1.2053348210715227,-1.700655378665975,1.0706592923842375,Donation,17.1,6.28,84.35,100.97,1.24,0.63,0.91,4
Vegetables,1.4285720246950075,0.7834723191912876,-0.6186863688358301,-0.13086307296253608,0.6606284289182027,Biogas,17.67,7.25,18.41,10.91,1.58,0.42,1.24,4
Vegetables,0.45610200540542895,0.7375338297863543,1.2241751317553402,0.8107826407732502,-0.05526329486303942,Biogas,11.92,4.98,63.02,57.88,1.43,0.39,1.3,4
Grains,-1.2745410034684617,-1.2567799562849444,0.5427838953572797,1.0932763548939863,0.22400096890301868,Compost,2.77,0.35,41.03,29.52,0.94,0.35,0.42,1
Vegetables,-0.32682476648807196,0.9989457099715685,-0.6919542437173419,-0.6315429890464421,-0.02201754917660281,Animal Feed,7.78,3.54,20.66,17.1,1.37,0.4,1.58,4
Meat,0.8076057141959164,0.44695465474086526,-1.4043971032794718,1.6467802988216071,-0.32344564340028326,Biogas,13.61,5.18,-19.6,-47.09,2.6,1.17,0.52,2
Fruits,0.12935207892413042,-0.08607765883065911,-1.4912718692104074,1.037007281756116,-1.0193899197696634,Compost,9.71,3.03,-16.78,-39.45,1.09,0.49,0.96,0
Grains,-1.57865890040993,-1.5294941632285153,-1.0303820467414684,0.8165243829301759,0.7692311981605572,Compost,1.17,0.1,-1.65,-19.77,0.96,0.28,0.39,1
Meat,1.074239312212041,0.26283610593537987,-1.346480592658848,0.622453498026093,-0.7002307611798846,Biogas,14.73,5.3,-9.01,-27.25,2.74,1.35,0.38,2
Vegetables,1.2673188142237173,0.8906621278027979,-0.7425439668498145,-1.295288382387033,0.2705450128640268,Animal Feed,16.48,7.14,24.99,26.92,1.78,0.54,0.67,4
Vegetables,-1.7172800813413898,1.222440106838425,0.9590152036127254,-0.34790092649432103,0.7913950286181826,Biogas,0.4,0.19,65.51,68.95,1.34,0.24,1.15,4
Fruits,-1.3869939002444929,-0.06383759649969949,1.5210844723466095,1.18858927469895,0.6052188527741439,Compost,2.21,0.64,68.24,61.51,1.27,0.23,0.93,0
Vegetables,1.711472393942885,1.0999374684252703,0.7936391431658846,-1.3148103057205798,-0.11510563709862218,Animal Feed,18.53,8.75,69.18,80.08,1.42,0.53,1.07,4
Grains,1.7015708810192092,-1.5200147923989256,0.7126955861539288,-0.05622042492250417,0.5387273614012738,Compost,19.06,1.63,55.91,55.39,0.93,0.29,0.4,1
Meat,0.6046246992605645,0.22273107550250149,-0.9033843969468477,0.7223598115565972,0.13091288098099932,Biogas,12.82,4.36,2.81,-13.76,2.92,1.08,0.52,2
Grains,1.4837375966983437,-1.3854806448559076,1.3658263565262632,-1.0748054835610927,0.5143471478978879,Animal Feed,17.85,1.87,83.5,95.6,0.87,0.27,0.39,1
Vegetables,1.2369070245295706,0.7389921945293683,-1.414863942548259,1.6823791001945452,1.2280224886333666,Biogas,17.05,6.72,-20.2,-48.06,1.2,0.46,0.87,4
Fruits,1.113845363906744,-0.4058241287364232,1.2793004852376204,-0.09526427158959794,0.7470673677029348,Compost,16.01,3.87,72.48,75.54,1.17,0.47,0.61,0
Mixed,0.18946840738930423,-0.6154640605446493,0.4953342240054434,1.561802514899109,-1.1590220516526941,Compost,9.95,2.31,35.59,19.73,1.13,0.29,0.74,3
Grains,0.6887875591118079,-1.4686074352076912,1.670062484605684,1.1173916719530737,0.8290735403961399,Compost,13.71,1.26,73.13,67.88,1.16,0.31,0.42,1
Vegetables,0.03953121168792934,1.2530657664417137,-0.316194713967874,-1.3102169119950395,1.1881275938096427,Animal Feed,10.29,4.79,37.34,41.85,1.68,0.64,1.05,4
Fruits,1.5106131317768923,0.16403189459619846,-0.703816661555301,-1.2964367308184181,-3.047380406642221,Animal Feed,14.99,5.85,26.11,28.27,1.17,0.53,0.89,0
Mixed,1.5954832425512553,-0.43644978833971176,-1.1950603179037236,-0.576422264339957,-2.202938466206763,Compost,16.11,4.43,5.76,-1.16,0.94,0.29,0.86,3
Mixed,1.6159935193217263,0.7171167233841618,0.803059298507793,-1.4020847865058477,-0.3456094738579087,Animal Feed,17.82,7.5,70.22,81.94,1.13,0.58,1.24,3
Vegetables,1.6174080211679658,0.7353462826718337,-1.4302153068091474,-1.0196847588546076,-0.3101473451257086,Animal Feed,17.86,7.55,2.88,-1.54,1.6,0.33,1.07,4
Grains,-0.945669324217804,-1.2855826599594662,1.087757326618811,0.27680062017917645,0.3148726737792746,Compost,4.56,0.55,63.76,62.49,1.07,0.36,0.38,1
Meat,0.5140965811012436,0.08054051305866149,-1.5924513154753523,-0.4271369682598933,-1.3651456749085917,Biogas,11.46,3.94,-6.92,-17.43,3.16,1.21,0.56,2
Vegetables,0.21917294616033148,0.533727356950183,-1.2868196088267598,1.2310781666601989,1.163747380306257,Biogas,11.29,4.14,-12.6,-35.79,1.66,0.51,1.1,4
Grains,-1.6507984945681387,-1.0766719105227467,1.1226467908481024,-1.3561508492504435,0.7293363033368363,Donation,0.77,0.11,78.98,92.13,1.05,0.31,0.3,1
Vegetables,-0.6146758921977873,1.1950957679069172,1.7098364738270762,0.10914174919695095,0.8202080082130923,Biogas,6.5,3.03,83.05,86.81,1.83,0.4,1.46,4
Mixed,0.8698437954304497,-0.46598167438574023,0.39101472595986214,1.3378745707790136,0.055555857425078424,Compost,14.19,3.42,34.56,20.06,0.62,0.41,0.55,3
Vegetables,1.3161191279189766,1.281503878930482,0.18063125665723515,-1.001311183952446,-0.7068799103171719,Animal Feed,15.97,8.2,48.89,53.55,1.43,0.55,1.52,4
Grains,-1.559563125485698,-1.6097042240942712,-1.1584263804629675,-0.2835934143367551,1.250186319090989,Compost,1.3,0.09,4.26,-5.01,0.86,0.3,0.43,1
Fruits,-1.476107516557574,-0.4543147564416302,1.3710597761606567,1.1759574419537138,0.45228842261654173,Compost,1.71,0.41,64.05,56.57,0.96,0.38,0.55,0
Vegetables,0.29414154401101894,0.6525840835058037,0.3515896313807628,0.12062523351080216,0.27719416200131414,Biogas,11.24,4.49,44.02,39.89,1.49,0.4,0.97,4
Vegetables,-1.3466805976266705,1.3135879032767843,-0.9476940165180477,0.4926901252795761,-0.5162709683816094,Biogas,2.3,1.18,3.54,-11.28,1.36,0.52,1.08,4
Vegetables,0.12723032615477126,0.5432067277797726,-1.6779305028371159,-1.4078265286627734,-0.45642862614602653,Animal Feed,9.98,3.96,-0.84,-3.3,1.56,0.48,1.14,4
Vegetables,-1.3976026640912882,1.2191587861666444,0.590582461351409,0.40197059920015293,-0.757856720369707,Biogas,2.01,1.02,48.42,43.2,1.55,0.53,1.22,4
Grains,-1.113995043920291,-1.144485871072886,-0.8308143113499216,1.344764661367324,0.5675403409961834,Compost,3.7,0.51,-0.53,-22.09,0.94,0.3,0.4,1
Grains,0.7821446809636075,-1.4598572467496087,1.5821410347478693,0.4077123413570785,1.1859112107638823,Compost,14.47,1.32,76.79,77.2,0.99,0.34,0.44,1
Mixed,-0.5276840286540649,0.8374318146827963,0.5302236882347348,-0.7234108635572505,-2.67059528886262,Animal Feed,5.86,2.9,56.49,60.72,0.83,0.39,0.35,3
Mixed,1.4115980025401353,0.6474798069052555,0.48940301508646383,0.08272973527509347,-2.663946139725333,Compost,14.86,6.88,48.31,45.3,1.2,0.32,0.71,3
Meat,-0.2108356150964424,0.3324730224142861,-0.599148268867427,1.6594121315668433,-1.6577082369492244,Biogas,7.74,3.01,3.37,-19.61,3.16,1.04,0.49,2
Vegetables,-0.0007820909298932175,0.7258669118422446,1.26848475132654,-1.5180679780757433,1.3033795121892844,Donation,10.12,3.95,84.57,99.97,1.68,0.42,1.26,4
Grains,0.7071760831129202,-1.618819003738107,-0.005329587684887787,-1.1907886751309884,1.0662265262927137,Animal Feed,13.97,0.97,45.21,50.45,1.08,0.26,0.34,1
Mixed,-1.1592591029999517,0.585134714141418,0.6143072970273269,0.9428427103825372,-1.757445474008528,Biogas,3.07,1.32,44.39,34.61,1.03,0.41,0.75,3
Vegetables,-1.1910853945403375,1.0948331918247223,-1.4413799353625205,-1.218349037484231,0.8977814148147735,Animal Feed,3.33,1.5,4.29,1.55,1.22,0.42,1.05,4
Vegetables,0.3245533337051657,1.2537949488132205,1.082175012342124,-0.5270432817903975,-0.5716805445256682,Biogas,10.94,5.54,70.61,76.31,1.59,0.65,1.28,4
Vegetables,1.4427170431574017,1.0992082860537635,-0.7076545026205231,0.4111573866512336,-0.702447144225648,Biogas,16.62,8.08,11.13,-1.61,1.7,0.46,1.38,4
Grains,0.14561885015588338,-1.5717867407759138,0.7057176933080704,-0.01487988139264044,1.2679173834570874,Compost,10.93,0.83,55.35,54.43,0.96,0.29,0.46,1
Vegetables,-0.7964393794395486,0.6664385485644341,-1.7121221777818216,0.37670693370968034,0.3414692703284239,Biogas,5.37,2.15,-17.36,-35.55,1.51,0.46,1.12,4
Mixed,1.3620904379217564,0.49398691770305886,0.46288702227220246,-1.133371253561733,0.013444579555594149,Animal Feed,16.78,6.4,58.13,65.56,0.7,0.33,0.66,3
Meat,-1.060951224686314,-0.09154652661696061,-1.5296502798626277,-1.42505175513355,0.10874905052337386,Compost,3.9,1.15,3.56,2.1,2.89,1.0,0.4,2
Grains,0.46671076925222427,-1.61699604780934,0.8110838752805302,-1.2240907796411566,1.1703965294435443,Animal Feed,12.68,0.88,68.9,79.1,0.89,0.35,0.44,1
Vegetables,-0.9683013537576343,0.6977933905392296,-1.74666274736882,-1.5364415529779052,-0.265819684210464,Animal Feed,4.32,1.8,-1.69,-3.43,1.34,0.43,1.38,4
Grains,-0.7299577926662975,-1.61699604780934,0.888538485869557,-0.739487741596642,0.25946309763521563,Animal Feed,5.71,0.42,66.9,73.33,1.03,0.35,0.41,1
Vegetables,1.1018220982137092,0.7302420060712854,-1.1217924430222117,0.578816257633459,0.9731384383706944,Biogas,16.1,6.4,-2.2,-18.77,1.42,0.5,1.08,4
Mixed,-0.2900477184858479,-0.49952406347505646,0.24831681726206034,-0.18139040394348085,-1.8527499449763107,Compost,7.27,1.89,43.69,41.6,1.28,0.44,0.58,3
Fruits,-0.5269767777309454,0.7714408100614242,1.636917493587857,0.15392733802097014,0.11983096575218817,Biogas,6.76,2.84,80.57,83.52,1.32,0.28,0.97,0
Mixed,-0.9718376083732326,0.9493613087091012,1.571674195479082,0.5627393795940675,0.13534564707252314,Biogas,4.38,1.95,75.15,74.16,0.93,0.38,0.72,3
Vegetables,1.5884107333200586,1.103947971468558,-0.9002443451662115,1.6973076298025516,1.1061214211164345,Biogas,18.93,8.46,-5.58,-30.62,1.36,0.51,1.23,4
Vegetables,0.6081609538761628,1.1998354533217124,0.4185774027010023,1.1185400203844584,-0.5162709683816094,Biogas,12.45,6.18,37.25,24.81,1.18,0.64,1.25,4
Grains,-0.48100546772816516,-1.656371895870711,0.34530952781949037,-0.22273094747334457,0.8357226895334272,Compost,7.24,0.47,46.82,45.64,1.1,0.21,0.42,1
Fruits,0.21917294616033148,0.8680574742860846,-0.35213086212404393,1.4779730794079964,-1.0548520485018635,Biogas,10.15,4.66,12.02,-7.97,1.22,0.5,0.39,0
Vegetables,-1.2985875348545313,1.1867101706345886,0.08294075681521942,0.3032126341010339,0.37471501601485735,Biogas,2.66,1.26,34.73,27.46,1.68,0.45,0.86,4
Fruits,-0.3529930506435007,0.44586088118360495,1.3421015208503448,0.9864799507751716,0.21070267062844406,Biogas,7.72,2.86,64.86,58.87,1.06,0.47,1.02,0
Grains,1.6895476153261748,-1.437617184418649,-1.0659693002553454,-0.14808829943331267,1.1371507837571075,Compost,19.53,1.85,5.74,-4.18,0.83,0.3,0.42,1
Fruits,1.178205197910636,-0.11269281539066013,-1.3942791586529772,1.2287814697974286,-2.9321284882625798,Compost,13.57,4.63,-15.67,-39.46,0.25,0.52,0.98,0
Meat,-0.37350332741397174,0.27450302387948955,-1.6866528688944389,0.28024566547333146,-1.5978658947136386,Biogas,6.96,2.63,-15.79,-32.99,2.33,0.9,0.54,2
Vegetables,0.9851256958989598,0.8089937021940282,0.7681698342785017,1.5572091211735688,-0.15278414887658262,Biogas,14.66,6.31,43.46,29.21,1.29,0.34,1.27,4
Fruits,0.8953048286627585,0.4794032702729212,0.5127789561200891,0.0379441464510743,0.3348201211911365,Biogas,14.52,5.42,49.36,46.88,1.15,0.3,0.92,0
Mixed,0.048018222765365486,-0.6008804131145119,1.7394925184219736,1.2586385290134412,-2.065522717369496,Compost,8.81,2.17,73.89,67.8,1.17,0.4,0.8,3
Mixed,0.44124973601991535,0.7455548358729299,0.5508084721300168,-1.1919370235623734,-1.8461007958390234,Animal Feed,10.82,4.96,61.15,69.59,1.07,0.47,0.62,3
Vegetables,-0.5793133460418026,1.119625392455956,0.516267902543018,1.6042914068603582,-0.8176990626052897,Biogas,6.19,3.05,35.82,19.72,1.84,0.4,0.9,4
Vegetables,1.4080617479245365,0.8246711231814257,-1.4089327336292796,-1.251651141994399,0.5675403409961834,Animal Feed,17.48,7.31,5.51,3.24,1.34,0.52,1.43,4
Meat,-0.9251590474473329,0.21944975483072096,-0.44807688875459517,-0.9565255951284268,-1.0637175806849113,Biogas,4.37,1.57,30.47,31.13,3.5,0.86,0.58,2
Grains,1.1124308620605046,-1.338083790707961,-0.5796101688990237,0.014977177823372274,1.2789992986858987,Compost,16.39,1.77,18.24,9.69,1.13,0.34,0.43,1
Meat,0.9165223563563497,0.005070137607700075,1.3731531440144142,0.6167117558691674,-1.2942214174441977,Compost,13.51,4.47,68.98,66.38,3.26,1.04,0.3,2
Vegetables,-1.5206643247141152,1.087541368109654,-0.6214775259741735,-0.5706805221830314,-0.1217547862359095,Biogas,1.42,0.67,22.15,18.45,1.34,0.52,1.07,4
Grains,0.7672924115780938,-1.556109319788516,0.5501106828454306,-0.7877183757148164,0.29270884332165226,Animal Feed,13.8,1.12,57.61,62.53,0.94,0.29,0.4,1
Vegetables,-0.9124285308311784,0.631802385917858,-1.5324414370009711,1.0335622364619608,-0.20819372502064154,Biogas,4.62,1.87,-17.93,-40.81,1.5,0.53,1.38,4
Vegetables,-1.3509241031653885,0.7262315030279977,-0.049290312613794844,-1.609935852586552,0.051123091333554596,Animal Feed,2.34,0.97,47.59,56.23,1.29,0.46,0.95,4
Grains,-0.857970209750962,-1.3216771873490563,-0.1312805535526296,1.5778793929385007,0.8844831165401988,Compost,5.17,0.58,17.49,-2.1,0.94,0.27,0.43,1
Meat,1.6605503274782671,0.545758866080047,0.6861795933396672,0.3778552821410656,-0.6581194833104003,Biogas,17.78,7.14,51.38,46.92,3.44,0.84,0.57,2
Grains,-0.27802445279281324,-1.7252796299781106,-0.8137184738775689,-1.6397929118025647,1.163747380306257,Animal Feed,8.5,0.47,25.94,30.46,1.17,0.31,0.45,1
Vegetables,-1.4669132545570183,0.7579509361885468,1.5022441616627924,-0.522449888064857,-0.48745798878669966,Biogas,1.68,0.72,82.6,90.66,1.68,0.39,1.25,4
Vegetables,-0.8798949883676725,0.5716448402685407,-0.9218758129883721,0.8004475048907843,0.11539819966066119,Biogas,4.87,1.9,1.6,-15.76,1.5,0.62,1.04,4
Vegetables,0.3344548466288415,1.0117064014729387,-1.484293976364549,0.04942763076492552,0.5852714053622818,Biogas,11.62,5.17,-7.97,-22.01,1.39,0.42,1.29,4
